id,cidade,area,quartos,banheiros,estacionamento,andares,animais,moveis,taxa_condominio,aluguel,seguro_incendio,total
5004,Porto Alegre,53,2,2,1,3,true,true,36000,127500,,171300
5005,Belo Horizonte,240,4,5,3,4,true,true,91200,350000,,480900
5006,Rio de Janeiro,50,1,1,0,2,true,true,0,270000,,283500
5007,Porto Alegre,68,2,2,1,2,true,true,40000,180000,,230900
5008,São Paulo,54,1,1,1,13,true,true,67900,500000,,610200
5009,São Paulo,178,2,3,4,1,true,true,314500,250000,,658000
5010,Porto Alegre,50,1,1,0,3,true,true,0,110000,,111700
5011,São Paulo,212,4,3,6,-,true,true,0,298300,,326500
5012,São Paulo,380,4,6,4,7,true,true,357000,490000,,972600
5013,São Paulo,138,2,2,1,11,true,true,100000,700000,,817800
5014,Belo Horizonte,180,4,3,3,4,true,true,194700,420000,,661000
5015,Porto Alegre,43,1,1,1,4,true,true,36000,80000,,125400
5016,Rio de Janeiro,48,1,1,1,6,true,true,0,280000,,283700
5017,Rio de Janeiro,180,3,3,0,7,true,true,91600,760000,,899200
5018,Campinas,70,1,2,1,6,true,true,150000,250000,,403200
5019,Porto Alegre,155,2,2,2,5,true,true,45000,230000,,287800
5020,São Paulo,262,3,4,4,8,true,true,484400,1500000,,2209000
5021,São Paulo,25,1,1,1,25,true,true,33100,210000,,252200
5022,São Paulo,50,3,1,1,4,true,true,85200,250000,,351000
5023,São Paulo,108,3,2,1,14,true,true,171400,500000,,690500
5024,São Paulo,170,3,2,1,14,true,true,170000,450000,,634300
5025,São Paulo,60,1,1,0,-,true,true,0,100000,,105000
5026,São Paulo,78,3,2,2,10,true,true,65000,240000,,319800
5027,Belo Horizonte,170,3,2,0,-,true,true,0,500000,,540200
5028,Rio de Janeiro,20,1,1,0,2,true,true,0,60000,,60800
5029,Porto Alegre,500,5,4,4,4,true,true,200000,400000,,730900
5030,São Paulo,248,3,4,4,2,true,true,316300,1400000,,1831000
5031,São Paulo,145,3,3,2,7,true,true,140000,550000,,697000
5032,São Paulo,50,1,1,1,10,true,true,143600,780000,,969400
5033,Porto Alegre,44,1,2,0,3,true,true,14000,135000,,152000
5034,São Paulo,200,3,2,2,-,true,true,0,450000,,481800
5035,Belo Horizonte,58,2,2,1,5,true,true,40000,99900,,151200
5036,São Paulo,280,3,4,4,4,true,true,500000,1500000,,2169000
5037,São Paulo,52,1,1,1,7,true,true,150000,300000,,483100
5038,São Paulo,271,3,3,2,-,true,true,0,800000,,908000
5039,São Paulo,223,4,4,7,-,true,true,0,550000,,675200
5040,São Paulo,263,4,5,4,21,true,true,290000,1250000,,1715000
5041,Porto Alegre,157,4,3,1,12,true,true,115000,350000,,487100
5042,São Paulo,323,5,5,3,-,true,true,0,480000,,545500
5043,São Paulo,80,2,2,1,-,true,true,0,218800,,219800
5044,São Paulo,70,2,2,2,1,true,true,85800,600000,,738400
5045,Belo Horizonte,74,3,2,1,1,true,true,45000,100000,,155600
5046,Belo Horizonte,66,3,1,2,3,true,true,25000,110000,,143800
5047,São Paulo,80,2,1,1,6,true,true,80000,127500,,209200
5048,Porto Alegre,100,3,2,2,-,true,true,0,300000,,317900
5049,São Paulo,218,4,4,2,1,true,true,225000,550000,,851200
5050,Rio de Janeiro,73,2,1,1,4,true,true,62500,120000,,196000
5051,Rio de Janeiro,230,4,2,2,1,true,true,400000,1300000,,1901000
5052,São Paulo,80,3,5,2,4,true,true,346000,1200000,,1661000
5053,Belo Horizonte,180,3,3,3,4,true,true,33100,420000,,481400
5054,Rio de Janeiro,85,3,2,1,15,true,true,71000,250000,,350700
5055,São Paulo,37,1,1,0,-,true,true,0,90000,,98900
5056,Porto Alegre,65,2,1,0,3,true,true,14000,98500,,116100
5057,São Paulo,440,4,3,2,3,true,true,420000,800000,,1400000
5058,Rio de Janeiro,57,2,1,0,1,true,true,10000,153000,,165000
5059,São Paulo,74,3,2,1,6,true,true,51300,171500,,235000
5060,São Paulo,180,3,4,3,12,true,true,204700,180000,,477200
5061,São Paulo,198,3,3,0,14,true,true,207000,600000,,886200
5062,Rio de Janeiro,170,3,4,3,3,true,true,200000,500000,,782200
5063,São Paulo,240,3,4,3,7,true,true,400000,850000,,1378000
5064,São Paulo,59,2,2,0,5,true,true,75400,199000,,279500
5065,São Paulo,525,5,4,4,-,true,true,0,833000,,1062000
5066,São Paulo,226,4,4,4,2,true,true,285000,300000,,837700
5067,São Paulo,60,2,2,2,-,true,true,17000,195000,,221700
5068,Porto Alegre,43,2,1,0,6,true,true,38200,157000,,201700
5069,São Paulo,158,4,4,3,3,true,true,210000,660000,,915900
5070,Porto Alegre,42,1,1,1,3,true,true,16200,140000,,160000
5071,São Paulo,50,1,1,0,-,true,true,0,125000,,130300
5072,Belo Horizonte,66,2,1,1,13,true,true,38500,55000,,96900
5073,São Paulo,39,1,1,1,24,true,true,60000,420000,,497900
5074,São Paulo,64,1,2,1,4,true,true,85000,370000,,478200
5075,São Paulo,70,3,2,0,-,true,true,0,150000,,158300
5076,São Paulo,30,1,1,1,9,true,true,100,193000,,195600
5077,São Paulo,135,3,3,0,1,true,true,140000,381000,,542600
5078,São Paulo,170,3,2,1,5,true,true,86000,650000,,755300
5079,Rio de Janeiro,120,3,2,1,3,true,true,170000,750000,,963100
5080,Belo Horizonte,92,2,1,0,-,true,true,0,120000,,128000
5081,Belo Horizonte,183,4,4,4,8,true,true,169500,930000,,1192000
5082,São Paulo,210,3,3,2,15,true,true,350000,866700,,1311000
5083,Rio de Janeiro,30,1,1,0,8,true,true,45600,90000,,146200
5084,Campinas,119,3,3,2,14,true,true,66300,550000,,636600
5085,Rio de Janeiro,298,5,3,2,3,true,true,220000,410000,,677000
5086,Belo Horizonte,260,3,2,4,-,true,true,0,260000,,291100
5087,Belo Horizonte,201,4,4,4,7,true,true,180000,730000,,931100
5088,São Paulo,200,3,4,4,-,true,true,0,400000,,446100
5089,São Paulo,60,2,1,1,7,true,true,78500,380000,,474600
5090,Rio de Janeiro,70,2,1,1,-,true,true,30000,200000,,239000
5091,São Paulo,135,3,2,1,21,true,true,95000,750000,,862300
5092,São Paulo,336,6,2,3,-,true,true,0,635000,,757100
5093,São Paulo,300,3,4,6,-,true,true,0,320000,,341600
5094,Rio de Janeiro,600,5,5,4,12,true,true,430000,800000,,1399000
5095,São Paulo,60,3,3,2,-,true,true,0,270000,,301400
5096,São Paulo,254,3,4,4,1,true,true,310000,700000,,1112000
5097,São Paulo,210,3,5,4,6,true,true,330100,1190000,,1631000
5098,São Paulo,178,3,4,2,4,true,true,245000,1000000,,1341000
5099,São Paulo,45,1,1,0,-,true,true,0,100000,,105000
5100,Rio de Janeiro,70,3,1,0,3,true,true,47400,75000,,137200
5101,São Paulo,181,4,5,3,5,true,true,210000,260000,,531200
5102,Belo Horizonte,72,2,2,1,4,true,true,37000,170000,,218300
5103,São Paulo,60,2,2,1,21,true,true,160000,555000,,736300
5104,São Paulo,55,2,1,1,3,true,true,49600,180000,,231900
5105,São Paulo,94,1,2,2,2,true,true,135600,1300000,,1491000
5106,Rio de Janeiro,210,3,2,1,6,true,true,320000,1408000,,1816000
5107,São Paulo,37,1,1,1,21,true,true,54100,400000,,464200
5108,São Paulo,41,2,1,0,16,true,true,27000,120000,,148600
5109,São Paulo,240,3,4,3,1,true,true,510000,1100000,,1807000
5110,Porto Alegre,70,2,1,0,12,true,true,50000,110500,,170600
5111,Belo Horizonte,55,3,1,1,3,true,true,19900,80000,,105200
5112,Rio de Janeiro,150,3,1,0,3,true,true,45000,150000,,197000
5113,Rio de Janeiro,55,2,2,1,13,true,true,50000,133000,,187800
5114,São Paulo,390,3,3,2,-,true,true,0,750000,,826300
5115,Porto Alegre,73,3,2,1,1,true,true,35400,177700,,224100
5116,Campinas,57,1,1,1,2,true,true,69000,260000,,345400
5117,Rio de Janeiro,93,3,1,0,-,true,true,40000,150000,,199000
5118,Rio de Janeiro,88,2,2,2,3,true,true,95700,250000,,392000
5119,São Paulo,330,4,6,3,7,true,true,545700,1500000,,2312000
5120,São Paulo,130,3,3,2,1,true,true,115000,235000,,378500
5121,São Paulo,170,4,3,2,15,true,true,300000,1000000,,1390000
5122,São Paulo,220,3,4,4,2,true,true,316700,550000,,982100
5123,São Paulo,59,2,1,1,6,true,true,60000,160000,,222100
5124,São Paulo,500,4,4,3,-,true,true,0,1080000,,1195000
5125,Rio de Janeiro,70,3,2,0,1,true,true,0,150000,,157000
5126,Rio de Janeiro,55,1,1,1,5,true,true,53800,125000,,183000
5127,Belo Horizonte,35,1,1,1,5,true,true,60000,108000,,179500
5128,São Paulo,33,1,1,1,12,true,true,56500,320000,,392900
5129,Belo Horizonte,80,3,2,1,1,true,true,28000,120000,,159300
5130,Belo Horizonte,2000,4,2,3,-,true,true,0,495600,,523800
5131,São Paulo,60,1,1,1,20,true,true,49000,325000,,391300
5132,Porto Alegre,48,2,1,0,1,true,true,40000,95000,,140000
5133,Campinas,53,1,1,1,13,true,true,49400,65000,,118700
5134,São Paulo,96,3,1,1,10,true,true,114000,280000,,397600
5135,São Paulo,25,1,1,0,2,true,true,0,175000,,177300
5136,São Paulo,23,1,1,1,26,true,true,52000,230000,,290900
5137,São Paulo,83,1,1,1,15,true,true,400000,600000,,1033000
5138,Rio de Janeiro,25,1,1,0,1,true,true,5000,70000,,76000
5139,São Paulo,45,1,1,1,10,true,true,160000,180000,,360000
5140,Porto Alegre,70,2,2,2,12,true,true,50000,180000,,232700
5141,São Paulo,80,1,1,0,-,true,true,0,120000,,122000
5142,São Paulo,78,1,1,0,2,true,true,42000,252200,,299900
5143,Belo Horizonte,45,1,1,0,1,true,true,0,110000,,112300
5144,São Paulo,43,1,1,0,5,true,true,119500,68000,,210400
5145,São Paulo,250,5,4,5,6,true,true,230000,280000,,593600
5146,São Paulo,350,5,6,6,10,true,true,700000,1500000,,2261000
5147,Campinas,190,4,4,2,14,true,true,90000,320000,,430700
5148,São Paulo,117,3,4,4,14,true,true,150000,270000,,428500
5149,Rio de Janeiro,75,2,1,1,6,true,true,37900,58000,,103600
5150,Belo Horizonte,113,4,2,2,11,true,true,160000,490000,,705500
5151,Porto Alegre,46,1,1,1,2,true,true,38000,65000,,105600
5152,São Paulo,100,3,2,1,-,true,true,0,350000,,365100
5153,São Paulo,35,1,1,0,-,true,true,0,50000,,50800
5154,São Paulo,300,4,5,1,8,true,true,370000,855000,,1276000
5155,Campinas,57,2,1,1,1,true,true,37000,100000,,141900
5156,São Paulo,35,1,1,0,6,true,true,28500,160000,,193800
5157,Rio de Janeiro,110,3,2,2,2,true,true,105000,275000,,392800
5158,São Paulo,106,2,3,2,14,true,true,110900,398000,,534900
5159,Rio de Janeiro,120,3,3,1,3,true,true,126000,350000,,495300
5160,Porto Alegre,40,1,1,0,5,true,true,0,200000,,203000
5161,Rio de Janeiro,97,3,1,0,3,true,true,39000,208000,,259700
5162,Rio de Janeiro,160,3,1,2,-,true,true,0,280000,,299400
5163,São Paulo,80,4,4,3,5,true,true,345000,600000,,952700
5164,São Paulo,297,4,5,5,19,true,true,318200,1170000,,1751000
5165,São Paulo,400,5,4,6,-,true,true,0,650000,,659800
5166,Rio de Janeiro,90,3,1,0,2,true,true,25000,150000,,191000
5167,Rio de Janeiro,93,3,3,1,7,true,true,130700,299000,,457100
5168,São Paulo,37,1,1,1,9,true,true,65800,270000,,353800
5169,São Paulo,300,4,2,2,1,true,true,300000,650000,,1067000
5170,São Paulo,217,3,4,3,3,true,true,340000,190000,,624200
5171,São Paulo,77,3,2,2,14,true,true,83000,620000,,731400
5172,São Paulo,150,3,4,3,18,true,true,220000,750000,,1038000
5173,São Paulo,60,2,1,0,10,true,true,45300,165400,,212800
5174,São Paulo,140,3,2,1,13,true,true,114100,290000,,422600
5175,Belo Horizonte,96,3,2,1,6,true,true,20000,200000,,232200
5176,São Paulo,55,1,1,1,1,true,true,57700,560000,,632800
5177,São Paulo,170,3,2,2,-,true,true,0,420000,,457300
5178,Rio de Janeiro,70,2,2,1,11,true,true,100000,140000,,263000
5179,São Paulo,400,10,9,8,-,true,true,0,833000,,900600
5180,Belo Horizonte,209,4,4,4,11,true,true,214000,730000,,1013000
5181,Rio de Janeiro,91,2,2,2,3,true,true,449500,550000,,1070000
5182,São Paulo,328,3,4,4,18,true,true,138200,600000,,825900
5183,Belo Horizonte,92,3,3,2,2,true,true,30000,160000,,203400
5184,Rio de Janeiro,50,2,1,1,11,true,true,83000,165000,,250200
5185,Rio de Janeiro,85,2,1,0,-,true,true,47000,280000,,353000
5186,São Paulo,72,2,2,0,1,true,true,70000,300000,,374000
5187,Rio de Janeiro,140,4,2,1,9,true,true,160000,390000,,590100
5188,São Paulo,70,2,2,1,1,true,true,39000,150000,,199000
5189,São Paulo,130,3,3,3,5,true,true,220000,350000,,609300
5190,São Paulo,387,4,6,6,4,true,true,424600,664700,,1321000
5191,Campinas,126,3,3,2,1,true,true,78000,360000,,459300
5192,São Paulo,104,3,2,2,1,true,true,104000,380000,,488900
5193,São Paulo,550,4,4,4,-,true,true,0,1400000,,1555000
5194,São Paulo,51,1,1,0,9,true,true,36700,195000,,242600
5195,Belo Horizonte,140,4,3,3,4,true,true,120000,340000,,489600
5196,São Paulo,90,2,1,1,1,true,true,100000,300000,,408900
5197,São Paulo,70,2,2,2,1,true,true,55000,175000,,253200
5198,Rio de Janeiro,140,3,2,1,4,true,true,160000,400000,,592300
5199,Rio de Janeiro,20,1,1,0,1,true,true,37500,125000,,167200
5200,São Paulo,365,3,5,2,5,true,true,195000,850000,,1146000
5201,Porto Alegre,200,2,3,2,12,true,true,180000,1275000,,1524000
5202,São Paulo,40,1,1,0,-,true,true,18500,85000,,108900
5203,Campinas,66,1,1,1,2,true,true,90000,500000,,602600
5204,São Paulo,161,1,2,2,10,true,true,216200,700000,,930500
5205,Rio de Janeiro,75,2,1,0,5,true,true,91500,235000,,337600
5206,Campinas,110,3,1,2,-,true,true,0,190000,,199300
5207,Campinas,82,2,1,1,1,true,true,30000,60000,,101300
5208,São Paulo,23,1,1,0,7,true,true,43000,180000,,225300
5209,São Paulo,65,3,2,1,2,true,true,51200,174000,,241000
5210,Porto Alegre,40,1,1,0,1,true,true,0,81600,,83100
5211,Campinas,129,3,2,2,1,true,true,141100,331000,,499800
5212,São Paulo,114,1,1,1,6,true,true,98700,280000,,403100
5213,São Paulo,200,2,2,2,-,true,true,100,300000,,321400
5214,Porto Alegre,101,3,2,2,8,true,true,54100,420000,,494500
5215,Belo Horizonte,50,2,1,0,-,true,true,0,95000,,101600
5216,São Paulo,400,4,3,2,-,true,true,0,800000,,953800
5217,São Paulo,71,2,1,1,7,true,true,78500,255900,,337600
5218,Porto Alegre,72,2,1,0,3,true,true,10000,90000,,105600
5219,São Paulo,250,4,4,3,5,true,true,434100,800000,,1333000
5220,Campinas,50,2,1,1,3,true,true,0,100000,,101300
5221,Campinas,180,3,2,1,11,true,true,106000,220000,,348900
5222,Porto Alegre,31,1,1,0,4,true,true,25000,58600,,87300
5223,Rio de Janeiro,86,2,1,0,7,true,true,73000,165000,,246200
5224,Belo Horizonte,200,4,3,2,4,true,true,116400,400000,,559600
5225,São Paulo,130,3,2,1,6,true,true,155000,550000,,742000
5226,Porto Alegre,38,1,1,0,10,true,true,33000,180000,,219900
5227,São Paulo,20,1,1,0,1,true,true,0,195000,,197500
5228,Porto Alegre,140,3,2,2,3,true,true,130000,320000,,471400
5229,Porto Alegre,40,1,1,0,3,true,true,25000,93000,,121500
5230,São Paulo,65,2,2,1,8,true,true,95600,380000,,481300
5231,Belo Horizonte,300,5,3,3,-,true,true,0,850000,,887400
5232,Porto Alegre,30,1,1,0,3,true,true,25000,65000,,94000
5233,São Paulo,41,1,1,0,3,true,true,35000,176000,,217800
5234,Belo Horizonte,98,3,2,1,2,true,true,32500,140000,,186000
5235,Campinas,50,1,1,0,11,true,true,43000,70200,,116100
5236,Belo Horizonte,68,2,2,2,5,true,true,136500,390000,,532600
5237,São Paulo,193,3,3,3,1,true,true,310000,650000,,1052000
5238,São Paulo,32,1,1,1,15,true,true,35000,188000,,225400
5239,Rio de Janeiro,36,1,1,0,4,true,true,43500,130000,,175200
5240,São Paulo,167,3,1,0,-,true,true,0,150000,,152300
5241,Rio de Janeiro,25,1,1,0,1,true,true,40000,200600,,249900
5242,Rio de Janeiro,55,2,2,1,13,true,true,50000,133000,,187800
5243,São Paulo,50,2,1,1,15,true,true,29500,150000,,186200
5244,Rio de Janeiro,125,2,4,1,2,true,true,300000,650000,,1008000
5245,Porto Alegre,85,3,2,2,8,true,true,70000,340000,,425000
5246,Porto Alegre,170,2,2,0,19,true,true,80000,270000,,372400
5247,São Paulo,300,5,6,2,-,true,true,0,800000,,892100
5248,São Paulo,23,1,1,1,12,true,true,60000,280000,,353500
5249,Porto Alegre,160,2,4,2,8,true,true,150000,700000,,877000
5250,Belo Horizonte,210,3,5,4,3,true,true,266000,720000,,1013000
5251,São Paulo,120,3,3,2,-,true,true,0,420000,,462300
5252,Rio de Janeiro,406,3,4,2,3,true,true,320000,1500000,,1956000
5253,Campinas,63,2,1,1,-,true,true,35200,175000,,221500
5254,São Paulo,127,3,4,2,6,true,true,122700,350000,,502200
5255,São Paulo,90,3,2,2,11,true,true,316000,500000,,860800
5256,Belo Horizonte,373,4,5,7,-,true,true,0,1150000,,1221000
5257,Rio de Janeiro,60,2,1,1,2,true,true,30000,130000,,167000
5258,São Paulo,650,4,6,5,-,true,true,0,1000000,,1099000
5259,São Paulo,250,3,3,2,7,true,true,275000,550000,,911200
5260,Belo Horizonte,318,4,2,2,-,true,true,0,450000,,475300
5261,São Paulo,22,1,1,0,-,true,true,0,97600,,99100
5262,Rio de Janeiro,64,2,1,0,8,true,true,95000,270000,,393500
5263,São Paulo,172,4,5,3,9,true,true,265500,550000,,916800
5264,São Paulo,108,3,3,2,2,true,true,126500,220000,,374600
5265,São Paulo,31,1,1,1,11,true,true,52000,270000,,333800
5266,Belo Horizonte,90,2,1,2,1,true,true,31100,180000,,225600
5267,Rio de Janeiro,81,2,1,0,6,true,true,105000,265000,,403500
5268,Rio de Janeiro,80,2,1,1,10,true,true,66000,190000,,263500
5269,São Paulo,243,3,2,1,5,true,true,184000,800000,,1039000
5270,Rio de Janeiro,67,2,1,0,6,true,true,170000,660000,,863500
5271,São Paulo,160,3,1,1,-,true,true,0,300000,,334400
5272,Porto Alegre,67,2,1,1,9,true,true,30000,120000,,180200
5273,São Paulo,90,3,2,3,1,true,true,101800,150000,,273900
5274,São Paulo,186,4,4,3,11,true,true,190000,560000,,815500
5275,Rio de Janeiro,15,1,1,0,-,true,true,0,70000,,71000
5276,Porto Alegre,62,2,2,2,6,true,true,57000,139000,,204100
5277,São Paulo,215,4,6,3,2,true,true,210000,570000,,883200
5278,São Paulo,28,1,1,0,5,true,true,25500,176400,,204200
5279,São Paulo,240,4,5,3,4,true,true,350000,1500000,,1994000
5280,São Paulo,70,2,2,1,2,true,true,227400,298000,,572900
5281,São Paulo,145,2,2,2,10,true,true,253000,763000,,1080000
5282,Porto Alegre,47,1,1,1,1,true,true,40000,220000,,263300
5283,São Paulo,62,2,2,1,9,true,true,74900,250000,,332600
5284,Belo Horizonte,270,4,5,6,-,true,true,0,800000,,844900
5285,São Paulo,266,3,5,1,15,true,true,207500,432000,,684100
5286,São Paulo,109,1,1,2,5,true,true,175000,1150000,,1388000
5287,São Paulo,24,1,1,0,3,true,true,45000,202000,,249600
5288,Campinas,80,3,2,2,12,true,true,56000,250000,,334200
5289,São Paulo,500,4,8,4,-,true,true,0,1400000,,1513000
5290,São Paulo,150,3,1,1,9,true,true,117200,480000,,632700
5291,Belo Horizonte,110,2,2,2,4,true,true,29000,134600,,173400
5292,São Paulo,110,2,3,2,12,true,true,200000,1150000,,1415000
5293,São Paulo,77,3,1,2,10,true,true,95300,350000,,472800
5294,São Paulo,850,5,7,8,1,true,true,1400000,400000,,1805000
5295,Campinas,58,1,1,1,3,true,true,53000,120000,,174600
5296,São Paulo,145,3,3,1,5,true,true,286000,660000,,1010000
5297,Porto Alegre,42,1,1,1,7,true,true,41500,120000,,168700
5298,Porto Alegre,62,2,1,1,5,true,true,47000,115000,,170700
5299,São Paulo,65,2,1,0,-,true,true,0,150000,,154700
5300,São Paulo,33,1,1,1,20,true,true,47900,300000,,364300
5301,São Paulo,140,3,5,2,-,true,true,0,390000,,420900
5302,Porto Alegre,326,3,2,3,-,true,true,35000,390000,,708000
5303,Rio de Janeiro,70,2,2,1,8,true,true,100000,250000,,360000
5304,Rio de Janeiro,25,1,1,0,2,true,true,25000,111200,,136900
5305,São Paulo,67,2,2,2,1,true,true,61800,237200,,299800
5306,Campinas,50,1,1,0,2,true,true,47300,55000,,104400
5307,São Paulo,215,3,4,4,6,true,true,285900,600000,,980100
5308,Campinas,55,2,1,1,-,true,true,48000,75000,,130600
5309,São Paulo,264,3,4,3,9,true,true,330000,677000,,1016000
5310,Rio de Janeiro,270,4,2,1,16,true,true,180000,750000,,1015000
5311,São Paulo,40,1,1,1,10,true,true,130000,486000,,637600
5312,São Paulo,90,2,2,0,3,true,true,18000,180000,,237800
5313,Rio de Janeiro,50,2,2,1,6,true,true,85000,95000,,187200
5314,São Paulo,68,2,2,2,7,true,true,150000,660000,,818400
5315,São Paulo,41,1,1,0,17,true,true,45000,247000,,295200
5316,São Paulo,420,3,5,5,-,true,true,0,820000,,940800
5317,São Paulo,150,3,2,1,-,true,true,0,250000,,253800
5318,São Paulo,220,4,5,3,5,true,true,300000,780000,,1190000
5319,São Paulo,113,2,2,1,6,true,true,100000,300000,,408900
5320,São Paulo,268,4,4,4,3,true,true,331700,600000,,1029000
5321,Porto Alegre,74,3,1,1,1,true,true,38000,109000,,152800
5322,São Paulo,53,2,1,1,4,true,true,55000,240000,,300200
5323,Porto Alegre,64,1,1,1,2,true,true,39800,120000,,166400
5324,Porto Alegre,45,1,1,1,13,true,true,40000,255000,,310800
5325,Campinas,120,3,3,2,4,true,true,40000,185000,,227400
5326,São Paulo,167,3,3,4,10,true,true,181400,550000,,819100
5327,Porto Alegre,250,4,2,1,-,true,true,0,270000,,295700
5328,Belo Horizonte,28,1,1,1,-,true,true,55000,110000,,166500
5329,São Paulo,135,2,3,1,19,true,true,274500,800000,,1150000
5330,Porto Alegre,42,1,1,0,4,true,true,25000,125000,,154400
5331,Belo Horizonte,156,4,4,2,4,true,true,25000,350000,,404500
5332,São Paulo,300,4,5,5,6,true,true,350000,199000,,1635000
5333,Belo Horizonte,150,4,2,3,6,true,true,60000,350000,,452700
5334,São Paulo,54,2,2,1,2,true,true,40000,192700,,243900
5335,São Paulo,38,1,1,0,-,true,true,70000,165000,,237500
5336,Belo Horizonte,474,5,5,7,-,true,true,0,1500000,,1624000
5337,São Paulo,450,5,4,3,-,true,true,0,1200000,,1338000
5338,Belo Horizonte,343,4,3,4,-,true,true,0,700000,,743500
5339,São Paulo,180,3,2,4,-,true,true,0,300000,,304600
5340,São Paulo,100,2,2,2,-,true,true,0,200000,,203100
5341,São Paulo,102,2,3,2,-,true,true,0,250000,,253800
5342,Rio de Janeiro,470,4,5,3,1,true,true,377200,658000,,1209000
5343,Rio de Janeiro,140,3,3,1,1,true,true,228500,282000,,548500
5344,São Paulo,380,4,1,0,-,true,true,0,289000,,306500
5345,Porto Alegre,140,2,2,1,2,true,true,25200,300000,,344600
5346,São Paulo,520,3,4,3,-,true,true,0,700000,,775100
5347,São Paulo,130,3,2,3,-,true,true,0,745000,,772900
5348,São Paulo,49,1,1,1,1,true,true,70000,298500,,383900
5349,Rio de Janeiro,28,1,1,0,5,true,true,60900,109900,,172300
5350,Campinas,58,2,1,1,1,true,true,47200,87000,,142900
5351,São Paulo,32,1,1,1,3,true,true,48000,215000,,265800
5352,São Paulo,48,2,1,1,11,true,true,30000,200000,,235200
5353,São Paulo,30,1,1,0,5,true,true,37000,183000,,222400
5354,São Paulo,26,1,1,0,4,true,true,18800,265000,,292700
5355,Rio de Janeiro,65,2,1,0,4,true,true,45000,128500,,184500
5356,São Paulo,98,3,2,2,-,true,true,41000,229000,,276000
5357,São Paulo,234,3,4,4,3,true,true,374600,500000,,1002000
5358,Campinas,59,2,1,1,5,true,true,43000,119000,,168300
5359,São Paulo,97,2,3,1,5,true,true,76000,650000,,746300
5360,Belo Horizonte,65,2,2,1,11,true,true,49000,110000,,167500
5361,Porto Alegre,42,1,1,1,7,true,true,50000,230000,,287600
5362,Rio de Janeiro,94,3,2,1,25,true,true,173300,330000,,526800
5363,Belo Horizonte,147,4,2,3,10,true,true,85000,470000,,594300
5364,São Paulo,73,3,2,2,14,true,true,55000,252000,,329400
5365,Rio de Janeiro,40,1,1,0,7,true,true,200000,220000,,426400
5366,São Paulo,350,3,5,5,-,true,true,0,308000,,332700
5367,São Paulo,384,3,3,4,-,true,true,0,1140000,,1271000
5368,São Paulo,48,1,1,2,7,true,true,230000,700000,,963400
5369,Rio de Janeiro,96,3,2,1,5,true,true,110000,250000,,379800
5370,Porto Alegre,55,2,1,0,3,true,true,35000,112500,,151700
5371,Porto Alegre,330,4,4,3,-,true,true,0,699400,,752200
5372,Porto Alegre,49,1,1,0,4,true,true,33000,90000,,126800
5373,Rio de Janeiro,170,3,2,1,4,true,true,90000,350000,,444600
5374,São Paulo,243,2,3,2,-,true,true,0,461900,,524800
5375,São Paulo,216,4,4,3,3,true,true,310000,898000,,1219000
5376,Rio de Janeiro,60,2,1,1,5,true,true,44000,80000,,130900
5377,São Paulo,200,3,4,2,-,true,true,0,250000,,303800
5378,Porto Alegre,48,1,1,0,2,true,true,30900,70000,,104800
5379,Campinas,130,3,2,6,-,true,true,0,220000,,241600
5380,Rio de Janeiro,55,2,1,1,10,true,true,64700,108000,,192600
5381,São Paulo,200,4,3,2,-,true,true,0,562800,,628800
5382,Campinas,101,3,2,2,1,true,true,63200,220000,,297900
5383,São Paulo,20,1,1,0,9,true,true,43500,165000,,216500
5384,São Paulo,97,3,3,2,7,true,true,105800,250000,,386500
5385,São Paulo,83,2,2,1,21,true,true,78200,480000,,581700
5386,Porto Alegre,47,1,1,1,10,true,true,36000,61000,,98500
5387,São Paulo,110,2,2,1,8,true,true,128500,434800,,588500
5388,São Paulo,140,4,4,2,3,true,true,67000,310000,,396300
5389,São Paulo,242,3,4,3,1,true,true,210000,700000,,943900
5390,São Paulo,35,1,1,0,5,true,true,27000,130000,,158700
5391,Rio de Janeiro,100,2,2,0,11,true,true,67000,470000,,580600
5392,São Paulo,134,3,3,1,4,true,true,120000,350000,,494500
5393,Porto Alegre,50,2,1,1,-,true,true,0,100000,,105300
5394,Campinas,67,3,1,1,9,true,true,44700,120000,,168900
5395,São Paulo,150,2,3,0,-,true,true,0,400000,,418500
5396,São Paulo,174,3,4,3,6,true,true,220000,1350000,,1669000
5397,São Paulo,120,3,3,1,-,true,true,0,280000,,291800
5398,Porto Alegre,90,4,2,0,-,true,true,0,170000,,188300
5399,São Paulo,16,1,1,0,1,true,true,0,85000,,89100
5400,Campinas,110,3,1,1,4,true,true,83000,120000,,206000
5401,São Paulo,277,2,3,4,19,true,true,529500,1300000,,2001000
5402,São Paulo,79,3,1,1,11,true,true,70000,140500,,212300
5403,Belo Horizonte,180,4,3,2,8,true,true,97000,326000,,466400
5404,São Paulo,300,3,3,2,11,true,true,260000,765000,,1085000
5405,São Paulo,270,2,3,4,-,true,true,0,327000,,348900
5406,Porto Alegre,25,1,1,0,3,true,true,10000,79000,,91500
5407,São Paulo,78,1,1,1,12,true,true,57400,385000,,469800
5408,São Paulo,82,2,2,1,2,true,true,150000,245000,,417400
5409,Belo Horizonte,55,2,1,2,7,true,true,16000,110000,,127500
5410,São Paulo,420,4,5,4,-,true,true,0,1000000,,1082000
5411,Campinas,115,2,3,2,4,true,true,68700,350000,,445200
